Transmission X,Transmission Y
1e-06,0.898235279255856
1.122018454301963e-06,0.8982352689953055
1.258925411794167e-06,0.8982352566202766
1.412537544622754e-06,0.8982352416950081
1.584893192461113e-06,0.8982352236939525
1.778279410038922e-06,0.8982352019832636
1.995262314968879e-06,0.8982351757984601
2.238721138568338e-06,0.8982351442175134
2.511886431509578e-06,0.8982351061284063
2.818382931264452e-06,0.8982350601899369
3.162277660168377e-06,0.8982350047845225
3.548133892335751e-06,0.8982349379612351
3.981071705534968e-06,0.8982348573670927
4.466835921509626e-06,0.898234760164224
5.011872336272717e-06,0.8982346429299383
5.623413251903484e-06,0.8982345015362145
6.309573444801924e-06,0.8982343310043308
7.079457843841369e-06,0.8982341253295857
7.943282347242803e-06,0.8982338772698644
8.912509381337441e-06,0.8982335780906319
9.999999999999982e-06,0.8982332172574189
1.122018454301961e-05,0.8982327820649091
1.258925411794165e-05,0.898232257189597
1.412537544622751e-05,0.8982316241503212
1.58489319246111e-05,0.8982308606576003
1.778279410038919e-05,0.8982299398289398
1.995262314968875e-05,0.8982288292424884
2.238721138568334e-05,0.8982274897957462
2.511886431509574e-05,0.8982258743291961
2.818382931264446e-05,0.8982239259664556
3.162277660168371e-05,0.8982215761126333
3.548133892335745e-05,0.8982187420405137
3.981071705534961e-05,0.8982153239798526
4.466835921509617e-05,0.8982112016076076
5.011872336272707e-05,0.8982062298159103
5.623413251903472e-05,0.8982002336095797
6.309573444801912e-05,0.898193001954415
7.079457843841356e-05,0.8981842803611297
7.943282347242788e-05,0.8981737619459126
8.912509381337425e-05,0.8981610766559056
9.999999999999965e-05,0.8981457782846808
0.0001122018454301959,0.8981273288270062
0.0001258925411794163,0.8981050796314081
0.0001412537544622749,0.8980782487006428
0.0001584893192461107,0.8980458933606621
0.0001778279410038916,0.8980068773646944
0.0001995262314968872,0.897959831316108
0.000223872113856833,0.8979031050775574
0.000251188643150957,0.8978347105791321
0.0002818382931264442,0.8977522531401891
0.0003162277660168366,0.8976528490726335
0.0003548133892335739,0.8975330269339691
0.0003981071705534955,0.8973886093430238
0.0004466835921509612,0.8972145717607458
0.00050118723362727,0.89700487407715
0.0005623413251903465,0.8967522602470993
0.0006309573444801903,0.8964480206064805
0.0007079457843841345,0.8960817109200301
0.0007943282347242776,0.8956408217314383
0.0008912509381337412,0.8951103913119689
0.000999999999999995,0.8944725555927768
0.001122018454301958,0.8937060291435684
0.001258925411794161,0.8927855128397408
0.001412537544622747,0.8916810267611259
0.001584893192461105,0.8903571716307817
0.001778279410038913,0.8887723293952624
0.001995262314968869,0.8868778241257208
0.002238721138568327,0.8846170790475678
0.002511886431509566,0.8819248247908239
0.002818382931264438,0.8787264380477667
0.003162277660168361,0.8749375179852403
0.003548133892335734,0.8704638377496848
0.003981071705534949,0.8652018358234967
0.004466835921509604,0.8590398297352762
0.005011872336272693,0.8518601328503728
0.005623413251903456,0.843542222093896
0.006309573444801893,0.8339670297626496
0.007079457843841334,0.8230223105266997
0.007943282347242763,0.8106088703620266
0.008912509381337396,0.796647257668468
0.009999999999999933,0.781084344189486
0.01122018454301956,0.7638991104067628
0.01258925411794158,0.7451069395789982
0.01412537544622744,0.7247618397553002
0.01584893192461102,0.7029562448962515
0.0177827941003891,0.6798183516142849
0.01995262314968865,0.6555072617133573
0.02238721138568323,0.630206456188122
0.02511886431509561,0.6041162768110471
0.02818382931264432,0.5774461214785094
0.03162277660168354,0.5504069842288576
0.03548133892335726,0.5232048252961168
0.0398107170553494,0.4960350815478936
0.04466835921509595,0.4690784582419409
0.05011872336272681,0.4424980024025352
0.05623413251903443,0.4164373567453861
0.06309573444801879,0.391020031358354
0.07079457843841318,0.3663495024340462
0.07943282347242746,0.3425099447376762
0.08912509381337377,0.3195674185313431
0.09999999999999912,0.2975713549978453
0.1122018454301953,0.2765562112668516
0.1258925411794156,0.2565431931983326
0.1412537544622741,0.2375419688830839
0.1584893192461099,0.2195523172621301
0.1778279410038906,0.2025656739946702
0.1995262314968861,0.1865665508377589
0.2238721138568318,0.1715338157170446
0.2511886431509556,0.1574418288541294
0.2818382931264427,0.1442614362794115
0.3162277660168349,0.13196082627289
0.354813389233572,0.1205062571521899
0.3981071705534934,0.1098626667085299
0.4466835921509587,0.09999417474670919
0.5011872336272672,0.09086449081534818
0.5623413251903434,0.08243723945858544
0.6309573444801868,0.07467621526828759
0.7079457843841306,0.06754557971341586
0.7943282347242732,0.0610100111879357
0.8912509381337361,0.05503481895146649
1,0.04958603063519825
