Pin_dBm X,Pin_dBm Y,Pout_dBm X,Pout_dBm Y,g_dB X,g_dB Y
0.007585775750291972,8.799999694771882,0.007585775750291972,17.17275595181671,0.007585775750291972,8.372756257044827
0.007943282347242956,8.999999694771855,0.007943282347242956,17.26459400620025,0.007943282347242956,8.264594311428395
0.008317637711026858,9.199999694771833,0.008317637711026858,17.35607501386394,0.008317637711026858,8.156075319092107
0.008709635899560962,9.399999694771809,0.008709635899560962,17.44722780594736,0.008709635899560962,8.047228111175553
0.009120108393559262,9.599999694771785,0.009120108393559262,17.53808153170726,0.009120108393559262,7.938081836935473
0.009549925860214532,9.799999694771763,0.009549925860214532,17.6286656601882,0.009549925860214532,7.828665965416441
0.01000000000000018,9.999999694771741,0.01000000000000018,17.71900998175834,0.01000000000000018,7.719010286986597
0.01047128548050919,10.19999969477172,0.01047128548050919,17.80914460941871,0.01047128548050919,7.609144914646986
0.01096478196143205,10.39999969477171,0.01096478196143205,17.89909997979228,0.01096478196143205,7.499100285020571
0.01148153621496904,10.59999969477169,0.01148153621496904,17.98890685369613,0.01148153621496904,7.388907158924443
0.01202264434617435,10.79999969477167,0.01202264434617435,18.07859631619803,0.01202264434617435,7.278596621426351
0.01258925411794191,10.99999969477166,0.01258925411794191,18.16819977605609,0.01258925411794191,7.168200081284438
0.01318256738556432,11.19999969477164,0.01318256738556432,18.25774896443848,0.01318256738556432,7.057749269666836
0.01380384264602911,11.39999969477163,0.01380384264602911,18.34727593282081,0.01380384264602911,6.947276238049181
0.01445439770745955,11.59999969477161,0.01445439770745955,18.43681304994024,0.01445439770745955,6.836813355168635
0.01513561248436237,11.7999996947716,0.01513561248436237,18.52639299772741,0.01513561248436237,6.726393302955806
0.01584893192461144,11.99999969477159,0.01584893192461144,18.61604876607305,0.01584893192461144,6.616049071301465
0.01659586907437592,12.19999969477158,0.01659586907437592,18.70581364634163,0.01659586907437592,6.505813951570056
0.01737800828749409,12.39999969477156,0.01737800828749409,18.79572122351341,0.01737800828749409,6.39572152874185
0.01819700858610019,12.59999969477155,0.01819700858610019,18.88580536684639,0.01819700858610019,6.285805672074833
0.01905460717963284,12.79999969477154,0.01905460717963284,18.9761002189487,0.01905460717963284,6.176100524177158
0.01995262314968918,12.99999969477153,0.01995262314968918,19.06664018315402,0.01995262314968918,6.066640488382491
0.0208929613085408,13.19999969477152,0.0208929613085408,19.15745990909436,0.0208929613085408,5.957460214322834
0.02187761623949595,13.39999969477151,0.02187761623949595,19.24859427636802,0.02187761623949595,5.848594581596512
0.02290867652767818,13.59999969477151,0.02290867652767818,19.3400783762045,0.02290867652767818,5.740078681432992
0.02398832919019538,13.7999996947715,0.02398832919019538,19.43194749103262,0.02398832919019538,5.631947796261119
0.0251188643150963,13.99999969477149,0.0251188643150963,19.52423707186482,0.0251188643150963,5.524237377093334
0.02630267991895435,14.19999969477148,0.02630267991895435,19.6169827134172,0.02630267991895435,5.416983018645714
0.02754228703338222,14.39999969477148,0.02754228703338222,19.71022012689317,0.02754228703338222,5.310220432121699
0.02884031503126664,14.59999969477147,0.02884031503126664,19.80398511037126,0.02884031503126664,5.203985415599792
0.03019951720402077,14.79999969477146,0.03019951720402077,19.89831351673519,0.03019951720402077,5.098313821963727
0.03162277660168444,14.99999969477146,0.03162277660168444,19.99324121912684,0.03162277660168444,4.993241524355386
0.03311311214825979,15.19999969477145,0.03311311214825979,20.08880407387538,0.03311311214825979,4.888804379103932
0.03467368504525387,15.39999969477145,0.03467368504525387,20.1850378809057,0.03467368504525387,4.785038186134259
0.03630780547701088,15.59999969477144,0.03630780547701088,20.28197834162771,0.03630780547701088,4.681978646856265
0.0380189396320569,15.79999969477143,0.0380189396320569,20.37966101433115,0.0380189396320569,4.579661319559719
0.03981071705535055,15.99999969477143,0.03981071705535055,20.47812126712945,0.03981071705535055,4.478121572358018
0.0416869383470344,16.19999969477142,0.0416869383470344,20.57739422851608,0.0416869383470344,4.377394533744665
0.0436515832240175,16.39999969477142,0.0436515832240175,20.6775147356194,0.0436515832240175,4.27751504084798
0.04570881896148845,16.59999969477142,0.04570881896148845,20.77851728026363,0.04570881896148845,4.178517585492213
0.04786300923226483,16.79999969477141,0.04786300923226483,20.88043595296803,0.04786300923226483,4.080436258196616
0.05011872336272827,16.99999969477141,0.05011872336272827,20.98330438504471,0.05011872336272827,3.983304690273304
0.05248074602497836,17.1999996947714,0.05248074602497836,21.08715568895999,0.05248074602497836,3.88715599418858
0.05495408738576361,17.3999996947714,0.05495408738576361,21.19202239719496,0.05495408738576361,3.792022702423563
0.05754399373371691,17.59999969477139,0.05754399373371691,21.29793639980542,0.05754399373371691,3.697936705034026
0.06025595860743705,17.79999969477139,0.06025595860743705,21.40492888095607,0.06025595860743705,3.60492918618468
0.06309573444802066,17.99999969477139,0.06309573444802066,21.51303025470252,0.06309573444802066,3.513030559931136
0.066069344800761,18.19999969477139,0.066069344800761,21.62227010032461,0.066069344800761,3.422270405553218
0.06918309709189512,18.39999969477138,0.06918309709189512,21.73267709753526,0.06918309709189512,3.332677402763879
0.07244359600750054,18.59999969477138,0.07244359600750054,21.84427896190776,0.07244359600750054,3.244279267136378
0.07585775750292,18.79999969477138,0.07585775750292,21.95710238089551,0.07585775750292,3.157102686124133
0.07943282347242984,18.99999969477138,0.07943282347242984,22.07117295077864,0.07943282347242984,3.071173256007265
0.08317637711026889,19.19999969477137,0.08317637711026889,22.18651511499989,0.08317637711026889,2.98651542022851
0.08709635899560994,19.39999969477137,0.08709635899560994,22.30315210421062,0.08709635899560994,2.903152409439248
0.09120108393559295,19.59999969477137,0.09120108393559295,22.42110587847583,0.09120108393559295,2.821106183704459
0.09549925860214567,19.79999969477137,0.09549925860214567,22.54039707202512,0.09549925860214567,2.740397377253745
0.1,19.99999969477127,0.1,22.66104494095404,0.1,2.661045246182762
