g0_dB (L=0.0003) X,g0_dB (L=0.0003) Y,g0_dB (L=0.0004) X,g0_dB (L=0.0004) Y,g0_dB (L=0.00025) X,g0_dB (L=0.00025) Y,g0_dB (L=0.00035) X,g0_dB (L=0.00035) Y
5.099999999999993,11.52127541726675,5.099999999999993,13.57055839016395,5.099999999999993,10.46077244599995,5.099999999999993,12.55911475714682
5.149999999999992,11.55727995328162,5.149999999999992,13.61216142333536,5.149999999999992,10.49394111276683,5.149999999999992,12.59793009283318
5.199999999999992,11.59264604288772,5.199999999999992,13.65302997018746,5.199999999999992,10.52652417477822,5.199999999999992,12.63605729411765
5.249999999999992,11.62738755595725,5.249999999999992,13.69317999567859,5.249999999999992,10.55853429615888,5.249999999999992,12.67351133491642
5.299999999999992,11.66151790308778,5.299999999999992,13.73262693890021,5.299999999999992,10.58998372208326,5.299999999999992,12.71030669395218
5.349999999999992,11.69505005588964,5.349999999999992,13.77138573617662,5.349999999999992,10.62088429729235,5.349999999999992,12.74645737658832
5.399999999999991,11.72799656615483,5.399999999999991,13.8094708428855,5.399999999999991,10.65124748359183,5.399999999999991,12.78197693545646
5.449999999999991,11.7603695839814,5.449999999999991,13.84689625408694,5.449999999999991,10.68108437639862,5.449999999999991,12.81687848995812
5.499999999999991,11.79218087492125,5.499999999999991,13.88367552403806,5.499999999999991,10.71040572039742,5.499999999999991,12.85117474471427
5.549999999999991,11.82344183621449,5.549999999999991,13.91982178466735,5.549999999999991,10.73922192436456,5.549999999999991,12.88487800703074
5.599999999999991,11.85416351216898,5.599999999999991,13.95534776307519,5.599999999999991,10.76754307521171,5.599999999999991,12.91800020344329
5.649999999999991,11.88435660873856,5.649999999999991,13.99026579812271,5.649999999999991,10.79537895129898,5.649999999999991,12.95055289540044
5.69999999999999,11.91403150735033,5.69999999999999,14.02458785616715,5.69999999999999,10.82273903506251,5.69999999999999,12.98254729413787
5.74999999999999,11.94319827802679,5.74999999999999,14.05832554599544,5.74999999999999,10.84963252499858,5.74999999999999,13.013994274795
5.79999999999999,11.97186669184723,5.79999999999999,14.09149013300741,5.79999999999999,10.87606834704417,5.79999999999999,13.04490438982034
5.84999999999999,12.00004623278666,5.84999999999999,14.12409255269277,5.84999999999999,10.90205516538921,5.84999999999999,13.075287881708
5.89999999999999,12.02774610897094,5.89999999999999,14.1561434234446,5.89999999999999,10.92760139275535,5.89999999999999,13.10515469510655
5.94999999999999,12.05497526338177,5.94999999999999,14.18765305875012,5.94999999999999,10.95271520017267,5.94999999999999,13.13451448833705
5.999999999999989,12.08174238404425,5.999999999999989,14.21863147879371,5.999999999999989,10.97740452628277,5.999999999999989,13.16337664435444
6.049999999999989,12.108055913727,6.049999999999989,14.24908842150761,6.049999999999989,11.00167708619701,6.049999999999989,13.19175028118592
6.099999999999989,12.13392405918261,6.099999999999989,14.27903335310195,6.099999999999989,11.02554037993444,6.099999999999989,13.21964426187521
6.149999999999989,12.15935479995449,6.149999999999989,14.30847547810322,6.149999999999989,11.0490017004632,6.149999999999989,13.24706720396147
6.199999999999989,12.18435589677534,6.199999999999989,14.33742374892976,6.199999999999989,11.07206814136867,6.199999999999989,13.27402748851911
6.249999999999988,12.20893489957845,6.249999999999988,14.36588687502938,6.249999999999988,11.09474660416765,6.249999999999988,13.30053326878245
6.299999999999988,12.23309915514503,6.299999999999988,14.39387333160417,6.299999999999988,11.11704380528975,6.299999999999988,13.3265924783792
6.349999999999988,12.25685581440591,6.349999999999988,14.42139136794401,6.349999999999988,11.13896628274255,6.349999999999988,13.35221283919306
6.399999999999988,12.28021183941739,6.399999999999988,14.44844901539099,6.399999999999988,11.16052040247891,6.399999999999988,13.37740186887627
6.449999999999988,12.303174010028,6.449999999999988,14.47505409495379,6.449999999999988,11.1817123644816,6.449999999999988,13.40216688803048
6.499999999999988,12.32574893025287,6.499999999999988,14.50121422459089,6.499999999999988,11.20254820858049,6.499999999999988,13.42651502707379
6.549999999999987,12.3479430343715,6.549999999999987,14.52693682618056,6.549999999999987,11.22303382001657,6.549999999999987,13.45045323281044
6.599999999999987,12.36976259276233,6.599999999999987,14.5522291321925,6.599999999999987,11.24317493476575,6.599999999999987,13.47398827471869
6.649999999999987,12.39121371748893,6.649999999999987,14.57709819207803,6.649999999999987,11.26297714463472,6.649999999999987,13.49712675097084
6.699999999999987,12.41230236764941,6.699999999999987,14.60155087839269,6.699999999999987,11.28244590214114,6.699999999999987,13.5198750942005
6.749999999999987,12.43303435450194,6.749999999999987,14.62559389266398,6.749999999999987,11.30158652518826,6.749999999999987,13.54223957702814
6.799999999999986,12.45341534637707,6.799999999999986,14.64923377101845,6.799999999999986,11.32040420154504,6.799999999999986,13.56422631735856
6.849999999999986,12.47345087338764,6.849999999999986,14.67247688957874,6.849999999999986,11.33890399314105,6.849999999999986,13.58584128346065
6.899999999999986,12.49314633194641,6.899999999999986,14.69532946964291,6.899999999999986,11.35709084018538,6.899999999999986,13.60709029884067
6.949999999999986,12.51250698910084,6.949999999999986,14.71779758265614,6.949999999999986,11.37496956511854,6.949999999999986,13.62797904691935
7,12.53153798669327,7,14.73988715498461,7,11.39254487640453,7,13.64851307552113
