"g0_dB (T=35,J=3) X","g0_dB (T=35,J=3) Y","g0_dB (T=35,J=4) X","g0_dB (T=35,J=4) Y","g0_dB (T=35,J=5) X","g0_dB (T=35,J=5) Y","g0_dB (T=35,J=6) X","g0_dB (T=35,J=6) Y","g0_dB (T=35,J=7) X","g0_dB (T=35,J=7) Y","g0_dB (T=55,J=3) X","g0_dB (T=55,J=3) Y","g0_dB (T=55,J=4) X","g0_dB (T=55,J=4) Y","g0_dB (T=55,J=5) X","g0_dB (T=55,J=5) Y","g0_dB (T=55,J=6) X","g0_dB (T=55,J=6) Y","g0_dB (T=55,J=7) X","g0_dB (T=55,J=7) Y","g0_dB (T=70,J=3) X","g0_dB (T=70,J=3) Y","g0_dB (T=70,J=4) X","g0_dB (T=70,J=4) Y","g0_dB (T=70,J=5) X","g0_dB (T=70,J=5) Y","g0_dB (T=70,J=6) X","g0_dB (T=70,J=6) Y","g0_dB (T=70,J=7) X","g0_dB (T=70,J=7) Y","g0_dB (T=80,J=3) X","g0_dB (T=80,J=3) Y","g0_dB (T=80,J=4) X","g0_dB (T=80,J=4) Y","g0_dB (T=80,J=5) X","g0_dB (T=80,J=5) Y","g0_dB (T=80,J=6) X","g0_dB (T=80,J=6) Y","g0_dB (T=80,J=7) X","g0_dB (T=80,J=7) Y"
1.265e-06,7.367411345231467,1.265e-06,8.970029104994898,1.265e-06,9.849319263817165,1.265e-06,10.33399688226348,1.265e-06,10.58130226245924,1.265e-06,4.967062722409611,1.265e-06,6.687782762529359,1.265e-06,7.659048675429893,1.265e-06,8.220858192881453,1.265e-06,8.536272958631805,1.265e-06,2.813252313267772,1.265e-06,4.628407464041263,1.265e-06,5.674380388481824,1.265e-06,6.297474772864301,1.265e-06,6.664917666829631,1.265e-06,1.241641609646631,1.265e-06,3.118096473202857,1.265e-06,4.21384402887432,1.265e-06,4.878111148734748,1.265e-06,5.280378607845374
1.2655e-06,7.434659426441732,1.2655e-06,9.036209361798452,1.2655e-06,9.914784855167179,1.2655e-06,10.39900149971314,1.2655e-06,10.64594890258452,1.2655e-06,5.031703849487867,1.2655e-06,6.750840707320011,1.2655e-06,7.720512165498459,1.2655e-06,8.280933872243878,1.2655e-06,8.595157219891693,1.2655e-06,2.873850812606166,1.2655e-06,4.687697011952997,1.2655e-06,5.732066568630401,1.2655e-06,6.3536253213157,1.2655e-06,6.719680682008061,1.2655e-06,1.298692400891068,1.2655e-06,3.174148862780223,1.2655e-06,4.268472482179301,1.2655e-06,4.931290544488664,1.2655e-06,5.332203148493353
1.266e-06,7.501677921078902,1.266e-06,9.102087362186948,1.266e-06,9.979943917209251,1.266e-06,10.46372948827249,1.266e-06,10.71036332179496,1.266e-06,5.096384093207014,1.266e-06,6.813863632698204,1.266e-06,7.781906957224257,1.266e-06,8.340931722665907,1.266e-06,8.653967961545122,1.266e-06,2.934604395763296,1.266e-06,4.747082514248222,1.266e-06,5.789811259646862,1.266e-06,6.409813062342335,1.266e-06,6.774470033789404,1.266e-06,1.35593279872049,1.266e-06,3.230344451548451,1.266e-06,4.323210090486677,1.266e-06,4.984556103593335,1.266e-06,5.384098903323675
1.2665e-06,7.568439618294489,1.2665e-06,9.167633527625615,1.2665e-06,10.04476733766161,1.2665e-06,10.52815349612864,1.2665e-06,10.77452046546141,1.2665e-06,5.161090569783707,1.2665e-06,6.876836416444664,1.2665e-06,7.843217541955045,1.2665e-06,8.400836760097555,1.2665e-06,8.712691129507057,1.2665e-06,2.995507567889555,1.2665e-06,4.806556654630231,1.2665e-06,5.847606427995078,1.2665e-06,6.466029878374138,1.2665e-06,6.829277851167049,1.2665e-06,1.413360307884751,1.2665e-06,3.286679313884435,1.2665e-06,4.378052198437556,1.2665e-06,5.037902893831929,1.2665e-06,5.436060927155109
1.267000000000001e-06,7.634916254257746,1.267000000000001e-06,9.232817217162756,1.267000000000001e-06,10.10922497788305,1.267000000000001e-06,10.59224519536897,1.267000000000001e-06,10.83839436109167,1.267000000000001e-06,5.225809789286398,1.267000000000001e-06,6.93974329791244,1.267000000000001e-06,7.904427796199625,1.267000000000001e-06,8.460633427226627,1.267000000000001e-06,8.771312141978891,1.267000000000001e-06,3.056554524211208,1.267000000000001e-06,4.866111764921685,1.267000000000001e-06,5.905443687544825,1.267000000000001e-06,6.52226731621079,1.267000000000001e-06,6.884095950744697,1.267000000000001e-06,1.470972257203623,1.267000000000001e-06,3.343149310742034,1.267000000000001e-06,4.432993927943811,1.267000000000001e-06,5.091325765236477,1.267000000000001e-06,5.488084068352089
1.267500000000001e-06,7.701078497619446,1.267500000000001e-06,9.297606719629169,1.267500000000001e-06,10.17328566628786,1.267500000000001e-06,10.6559752736698,1.267500000000001e-06,10.90195810748143,1.267500000000001e-06,5.29052763655389,1.267500000000001e-06,7.002567861675454,1.267500000000001e-06,7.965520967860122,1.267500000000001e-06,8.520305581443303,1.267500000000001e-06,8.829815878521655,1.267500000000001e-06,3.117739137984393,1.267500000000001e-06,4.92573981319811,1.267500000000001e-06,5.963314288896626,1.267500000000001e-06,6.5785165776109,1.267500000000001e-06,6.938915828416706,1.267500000000001e-06,1.528765792184853,1.267500000000001e-06,3.399750081770028,1.267500000000001e-06,4.488030170730736,1.267500000000001e-06,5.144819343327155,1.267500000000001e-06,5.540162962772238
1.268000000000001e-06,7.766895937154837,1.268000000000001e-06,9.361969248671953,1.268000000000001e-06,10.23691719452938,1.268000000000001e-06,10.71931342836425,1.268000000000001e-06,10.96518386575703,1.268000000000001e-06,5.355229352060082,1.268000000000001e-06,7.065293021477384,1.268000000000001e-06,8.026479662904347,1.268000000000001e-06,8.579836483247938,1.268000000000001e-06,8.88818666951363,1.268000000000001e-06,3.179054948120078,1.268000000000001e-06,4.985432391716572,1.268000000000001e-06,6.021209108601054,1.268000000000001e-06,6.634768509832279,1.268000000000001e-06,6.993728651025869,1.268000000000001e-06,1.58673786738869,1.268000000000001e-06,3.456477037215646,1.268000000000001e-06,4.543155580718166,1.268000000000001e-06,5.198378022232212,1.268000000000001e-06,5.592292027623474
1.268500000000001e-06,7.832337071854543,1.268500000000001e-06,9.425870940914354,1.268500000000001e-06,10.30008631672855,1.268500000000001e-06,10.78222836313747,1.268500000000001e-06,11.02804285252508,1.268500000000001e-06,5.419899512786509,1.268500000000001e-06,7.127901004565576,1.268500000000001e-06,8.087285832564106,1.268500000000001e-06,8.639208785179873,1.268500000000001e-06,8.946408286059203,1.268500000000001e-06,3.240495146483428,1.268500000000001e-06,5.045180704654512,1.268500000000001e-06,6.079118638292529,1.268500000000001e-06,6.691013596143939,1.268500000000001e-06,7.048525248017801,1.268500000000001e-06,1.644885238534184,1.268500000000001e-06,3.513325349614199,1.268500000000001e-06,4.598364566244136,1.268500000000001e-06,5.251995957694193,1.268500000000001e-06,5.644465455236752
1.269000000000001e-06,7.897369303744752,1.269000000000001e-06,9.489276857542631,1.269000000000001e-06,10.36275875203231,1.269000000000001e-06,10.84468778760585,1.269000000000001e-06,11.09050533535231,1.269000000000001e-06,5.484522013170105,1.269000000000001e-06,7.190373336500798,1.269000000000001e-06,8.147920761150605,1.269000000000001e-06,8.698404521349355,1.269000000000001e-06,9.004463930419632,1.269000000000001e-06,3.302052564871584,1.269000000000001e-06,5.104975555674976,1.269000000000001e-06,6.137032973758894,1.269000000000001e-06,6.747241946331607,1.269000000000001e-06,7.103296103111882,1.269000000000001e-06,1.70320445434201,1.269000000000001e-06,3.570289945265011,1.269000000000001e-06,4.653651282134923,1.269000000000001e-06,5.305667059968013,1.269000000000001e-06,5.696677206760425
1.269500000000001e-06,7.961958933732006,1.269500000000001e-06,9.552150989630775,1.269500000000001e-06,10.42489919079516,1.269500000000001e-06,10.9066584200464,1.269500000000001e-06,11.15254063080956,1.269500000000001e-06,5.549080046201546,1.269500000000001e-06,7.25269082654188,1.269500000000001e-06,8.208365054585423,1.269500000000001e-06,8.757405097661088,1.269500000000001e-06,9.062336227041722,1.269500000000001e-06,3.363719661676488,1.269500000000001e-06,5.16480733533779,1.269500000000001e-06,6.194941803971466,1.269500000000001e-06,6.803443287221464,1.269500000000001e-06,7.158031346011521,1.269500000000001e-06,1.761691848109737,1.269500000000001e-06,3.627365495495591,1.269500000000001e-06,4.709009621627254,1.269500000000001e-06,5.359384986618232,1.269500000000001e-06,5.74892100578376
1.270000000000001e-06,8.026071160779013,1.270000000000001e-06,9.614456267520346,1.270000000000001e-06,10.48647130468261,1.270000000000001e-06,10.96810599354829,1.270000000000001e-06,11.21411710532117,1.270000000000001e-06,5.613556084756574,1.270000000000001e-06,7.314833553711177,1.270000000000001e-06,8.268598629751413,1.270000000000001e-06,8.816191282822746,1.270000000000001e-06,9.120007214264557,1.270000000000001e-06,3.425488508240679,1.270000000000001e-06,5.224666008378163,1.270000000000001e-06,6.252834400102091,1.270000000000001e-06,6.859606953248703,1.270000000000001e-06,7.212720744177828,1.270000000000001e-06,1.820343529015353,1.270000000000001e-06,3.684546407716167,1.270000000000001e-06,4.764433208148732,1.270000000000001e-06,5.413143135223223,1.270000000000001e-06,5.801190331897569
1.270500000000001e-06,8.08967008472851,1.270500000000001e-06,9.676154574577575,1.270500000000001e-06,10.54743776099941,1.270500000000001e-06,11.02899526586467,1.270500000000001e-06,11.27520217906852,1.270500000000001e-06,5.677931863250622,1.270500000000001e-06,7.376780853654691,1.270500000000001e-06,8.328600704774516,1.270500000000001e-06,8.874743200237443,1.270500000000001e-06,9.177458336789266,1.270500000000001e-06,3.487350774916123,1.270500000000001e-06,5.284541100877127,1.270500000000001e-06,6.310699604556719,1.270500000000001e-06,6.915721877099854,1.270500000000001e-06,7.267353694692988,1.270500000000001e-06,1.87915537314543,1.270500000000001e-06,3.74182681626782,1.270500000000001e-06,4.819915386963883,1.270500000000001e-06,5.466934635995154,1.270500000000001e-06,5.853478414200919
1.271000000000001e-06,8.152718713100919,1.271000000000001e-06,9.737206765652211,1.271000000000001e-06,10.60776024154636,1.271000000000001e-06,11.08929003324556,1.271000000000001e-06,11.33576233320188,1.271000000000001e-06,5.742188359715334,1.271000000000001e-06,7.438511306418443,1.271000000000001e-06,8.388349790354059,1.271000000000001e-06,8.933040320884571,1.271000000000001e-06,9.234670439001407,1.271000000000001e-06,3.549297716838453,1.271000000000001e-06,5.344421687351129,1.271000000000001e-06,6.368525820057719,1.271000000000001e-06,6.971776580460432,1.271000000000001e-06,7.321919216241735,1.271000000000001e-06,1.938123014244841,1.271000000000001e-06,3.799200573068443,1.271000000000001e-06,4.875449216694201,1.271000000000001e-06,5.520752344325763,1.271000000000001e-06,5.905778224763867
1.271500000000001e-06,8.215178972197897,1.271500000000001e-06,9.797572690561513,1.271500000000001e-06,10.66739946630829,1.271500000000001e-06,11.14895314853412,1.271500000000001e-06,11.39576312061916,1.271500000000001e-06,5.806305778403972,1.271500000000001e-06,7.500002725270301,1.271500000000001e-06,8.447823682265202,1.271500000000001e-06,8.991061457298496,1.271500000000001e-06,9.29162375923987,1.271500000000001e-06,3.611320159431067,1.271500000000001e-06,5.404296377790944,1.271500000000001e-06,6.426300998809999,1.271500000000001e-06,7.027759164901779,1.271500000000001e-06,7.376405941241307,1.271500000000001e-06,1.997241834185332,1.271500000000001e-06,3.856661238061569,1.271500000000001e-06,4.931027460721722,1.271500000000001e-06,5.574588833268813,1.271500000000001e-06,5.958082472056958
1.272000000000001e-06,8.277011722848703,1.272000000000001e-06,9.857211222919402,1.272000000000001e-06,10.72631522227126,1.272000000000001e-06,11.20794654380694,1.272000000000001e-06,11.45516918057252,1.272000000000001e-06,5.870263533042075,1.272000000000001e-06,7.56123214670501,1.272000000000001e-06,8.506999455164134,1.272000000000001e-06,9.048784758760393,1.272000000000001e-06,9.34829792511125,1.272000000000001e-06,3.673408483656885,1.272000000000001e-06,5.464153304683982,1.272000000000001e-06,6.484012631789604,1.272000000000001e-06,7.083657302944242,1.272000000000001e-06,7.430802108153058,1.272000000000001e-06,2.056506953151466,1.272000000000001e-06,3.914202069474897,1.272000000000001e-06,4.986642578487347,1.272000000000001e-06,5.628436385971918,1.272000000000001e-06,6.01038359435988
1.272500000000001e-06,8.338176781136589,1.272500000000001e-06,9.916080294621759,1.272500000000001e-06,10.7844663976582,1.272500000000001e-06,11.26623125783435,1.272500000000001e-06,11.51394425736303,1.272500000000001e-06,5.93404023084797,1.272500000000001e-06,7.622175821776862,1.272500000000001e-06,8.565853457831675,1.272500000000001e-06,9.106187707822381,1.272500000000001e-06,9.404671949951942,1.272500000000001e-06,3.735552611037315,1.272500000000001e-06,5.523980110056563,1.272500000000001e-06,6.54164773819581,1.272500000000001e-06,7.139458229335627,1.272500000000001e-06,7.48509555401032,1.272500000000001e-06,2.115913219542222,1.272500000000001e-06,3.971816013895642,1.272500000000001e-06,5.042286716695715,1.272500000000001e-06,5.682286988070762,1.272500000000001e-06,6.062673753161814
1.273000000000001e-06,8.3986329444415,1.273000000000001e-06,9.974136936287954,1.273000000000001e-06,10.84181102186059,1.273000000000001e-06,11.32376746862929,1.273000000000001e-06,11.57205122338244,1.273000000000001e-06,5.99761365745805,1.273000000000001e-06,7.682809208913124,1.273000000000001e-06,8.624361309997655,1.273000000000001e-06,9.163247118288863,1.273000000000001e-06,9.460724230545161,1.273000000000001e-06,3.797741988462081,1.273000000000001e-06,5.583763932577352,1.273000000000001e-06,6.59919285511203,1.273000000000001e-06,7.19514873258774,1.273000000000001e-06,7.539273707200423,1.273000000000001e-06,2.175455199588341,1.273000000000001e-06,4.02949569617212,1.273000000000001e-06,5.097951700440717,1.273000000000001e-06,5.73613232006103,1.273000000000001e-06,6.114944826568155
1.273500000000001e-06,8.458338023129164,1.273500000000001e-06,10.03133732394134,1.273500000000001e-06,10.89830631132717,1.273500000000001e-06,11.38051453134209,1.273500000000001e-06,11.62945210675494,1.273500000000001e-06,6.060960762900659,1.273500000000001e-06,7.743106968368073,1.273500000000001e-06,8.682497900893193,1.273500000000001e-06,9.219939134783493,1.273500000000001e-06,9.516432546203326,1.273500000000001e-06,3.859965572816281,1.273500000000001e-06,5.643491394766463,1.273500000000001e-06,6.656634027423749,1.273500000000001e-06,7.250715146816149,1.273500000000001e-06,7.593323580540674,1.273500000000001e-06,2.23512716668583,1.273500000000001e-06,4.087233409151924,1.273500000000001e-06,5.153629024266785,1.273500000000001e-06,5.789963749664169,1.273500000000001e-06,6.167188402728963
1.274000000000001e-06,8.5172488782071,1.274000000000001e-06,10.08763683219022,1.274000000000001e-06,10.95390872164945,1.274000000000001e-06,11.43643102174305,1.274000000000001e-06,11.68610812382429,1.274000000000001e-06,6.124057648772331,1.274000000000001e-06,7.803042958484756,1.274000000000001e-06,8.740237389683102,1.274000000000001e-06,9.276239234034357,1.274000000000001e-06,9.571774059329766,1.274000000000001e-06,3.922211815454845,1.274000000000001e-06,5.703148590359019,1.274000000000001e-06,6.713956798045605,1.274000000000001e-06,7.306143343931526,1.274000000000001e-06,7.647231764690733,1.274000000000001e-06,2.294923090447291,1.274000000000001e-06,4.145021103268845,1.274000000000001e-06,5.209309843182965,1.274000000000001e-06,5.843772324204951,1.274000000000001e-06,6.21939577330597
1.274500000000001e-06,8.575321465253655,1.274500000000001e-06,10.1429900941436,1.274500000000001e-06,11.00857400605785,1.274500000000001e-06,11.49147478551541,1.274500000000001e-06,11.74197971671972,1.274500000000001e-06,6.18687955677945,1.274500000000001e-06,7.862590233937864,1.274500000000001e-06,8.797553207934614,1.274500000000001e-06,9.332122228012924,1.274500000000001e-06,9.626725317576527,1.274500000000001e-06,3.984468646558153,1.274500000000001e-06,5.762721071875957,1.274500000000001e-06,6.771146198513179,1.274500000000001e-06,7.361418726233864,1.274500000000001e-06,7.700984421946295,1.274500000000001e-06,2.354836625473647,1.274500000000001e-06,4.202850375992156,1.274500000000001e-06,5.264984963648304,1.274500000000001e-06,5.897548763019998,1.274500000000001e-06,6.27155792699614
1.275000000000001e-06,8.632510884907393,1.275000000000001e-06,10.19735106826437,1.275000000000001e-06,11.06225728051134,1.275000000000001e-06,11.54560299355813,1.275000000000001e-06,11.79702659621939,1.275000000000001e-06,6.249400858818667,1.275000000000001e-06,7.921721046137613,1.275000000000001e-06,8.854418064282715,1.275000000000001e-06,9.387562269065441,1.275000000000001e-06,9.681262257717977,1.275000000000001e-06,4.046723459407254,1.275000000000001e-06,5.822193838459922,1.275000000000001e-06,6.82818673999945,1.275000000000001e-06,7.416526219464421,1.275000000000001e-06,7.754567280461906,1.275000000000001e-06,2.414861099850682,1.275000000000001e-06,4.260712461154358,1.275000000000001e-06,5.320644834549513,1.275000000000001e-06,5.951283449918767,1.275000000000001e-06,6.323665543131724
1.275500000000001e-06,8.688771440178796,1.275500000000001e-06,10.25067311232315,1.275500000000001e-06,11.11491309552645,1.275500000000001e-06,11.59877220346792,1.275500000000001e-06,11.85120779011066,1.275500000000001e-06,6.311595048777656,1.275500000000001e-06,7.98040684597874,1.275500000000001e-06,8.910803951454023,1.275500000000001e-06,9.442532857176376,1.275500000000001e-06,9.73536021136084,1.275500000000001e-06,4.108963094620534,1.275500000000001e-06,5.881551324037686,1.275500000000001e-06,6.885062404818843,1.275500000000001e-06,7.471450266372585,1.275500000000001e-06,7.80796562895253,1.275500000000001e-06,2.474989503375197,1.275500000000001e-06,4.318598218174408,1.275500000000001e-06,5.376279538192863,1.275500000000001e-06,6.004966425719259,1.275500000000001e-06,6.375708985377323
1.276000000000001e-06,8.744056700816799,1.276000000000001e-06,10.30290906457269,1.276000000000001e-06,11.16649551484961,1.276000000000001e-06,11.65093842733826,1.276000000000001e-06,11.9044816972235,1.276000000000001e-06,6.373434736247954,1.276000000000001e-06,8.038618289123891,1.276000000000001e-06,8.966682155813714,1.276000000000001e-06,9.497006849505418,1.276000000000001e-06,9.788993912613332,1.276000000000001e-06,4.17117382439928,1.276000000000001e-06,5.940777385876262,1.276000000000001e-06,6.941756638486626,1.276000000000001e-06,7.526174820858783,1.276000000000001e-06,7.86116431192685,1.276000000000001e-06,2.535214475518107,1.276000000000001e-06,4.376498121196626,1.276000000000001e-06,5.431878781335326,1.276000000000001e-06,6.058587380883409,1.276000000000001e-06,6.427678295546839
1.276500000000001e-06,8.798319574925916,1.276500000000001e-06,10.35401133221217,1.276500000000001e-06,11.21695820102915,1.276500000000001e-06,11.70205720597312,1.276500000000001e-06,11.95680614728624,1.276500000000001e-06,6.434891642349547,1.276500000000001e-06,8.096325244013292,1.276500000000001e-06,9.022023269599922,1.276500000000001e-06,9.550956472338774,1.276500000000001e-06,9.842137507835881,1.276500000000001e-06,4.233341336833936,1.276500000000001e-06,5.999855293604193,1.276500000000001e-06,6.998252342404854,1.276500000000001e-06,7.580683342757246,1.276500000000001e-06,7.914147725507319,1.276500000000001e-06,2.595528293132834,1.276500000000001e-06,4.43440224816701,1.276500000000001e-06,5.487431886281504,1.276500000000001e-06,6.112135648278469,1.276500000000001e-06,6.479563187564282
1.277000000000001e-06,8.851512387987476,1.277000000000001e-06,10.40393198715383,1.277000000000001e-06,11.26625450788969,1.277000000000001e-06,11.7520836895707,1.277000000000001e-06,12.00813846672024,1.277000000000001e-06,6.495936597875144,1.277000000000001e-06,8.153496802794763,1.277000000000001e-06,9.076797206009333,1.277000000000001e-06,9.604353335594753,1.277000000000001e-06,9.894764567595526,1.277000000000001e-06,4.295450720328268,1.277000000000001e-06,6.058767718774723,1.277000000000001e-06,7.054531867250208,1.277000000000001e-06,7.634958793325655,1.277000000000001e-06,7.966899813894585,1.277000000000001e-06,2.655922857919412,1.277000000000001e-06,4.492300269871414,1.277000000000001e-06,5.542927782075417,1.277000000000001e-06,6.165600196092792,1.277000000000001e-06,6.531353041594166
