/Pdrop (Plsr=0.1) X,/Pdrop (Plsr=0.1) Y,/Pdrop (Plsr=0.01) X,/Pdrop (Plsr=0.01) Y,/Pdrop (Plsr=0.001) X,/Pdrop (Plsr=0.001) Y
1.307173999999999e-06,0.04194100499508305,1.307173999999999e-06,0.00733834565379456,1.307173999999999e-06,0.0007581683835781403
1.307179999999999e-06,0.0416018671223822,1.307179999999999e-06,0.007152581541747005,1.307179999999999e-06,0.0007374077205407763
1.307185999999999e-06,0.04124000251157272,1.307185999999999e-06,0.006963477248254632,1.307185999999999e-06,0.0007164282584763535
1.307191999999998e-06,0.04085577206701616,1.307191999999998e-06,0.006772251411464589,1.307191999999998e-06,0.000695364059301972
1.307197999999998e-06,0.04044960283276793,1.307197999999998e-06,0.006580030335554207,1.307197999999998e-06,0.0006743350958104267
1.307203999999998e-06,0.04002199414125038,1.307203999999998e-06,0.006387840221241826,1.307203999999998e-06,0.0006534471491718432
1.307209999999998e-06,0.0395735233067017,1.307209999999998e-06,0.006196602751324447,1.307209999999998e-06,0.0006327920789692919
1.307215999999998e-06,0.03910485064605217,1.307215999999998e-06,0.00600713368843279,1.307215999999998e-06,0.0006124483843494029
1.307221999999998e-06,0.0386167235957287,1.307221999999998e-06,0.005820144068057922,1.307221999999998e-06,0.0005924819800722971
1.307227999999998e-06,0.03810997968756461,1.307227999999998e-06,0.005636243532023595,1.307227999999998e-06,0.0005729471193448157
1.307233999999998e-06,0.03758554815051184,1.307233999999998e-06,0.005455945340754275,1.307233999999998e-06,0.0005538874049087013
1.307239999999998e-06,0.03704444992235439,1.307239999999998e-06,0.005279672622116695,1.307239999999998e-06,0.0005353368400265933
1.307245999999998e-06,0.03648779588570949,1.307245999999998e-06,0.005107765452287394,1.307245999999998e-06,0.0005173208808704057
1.307251999999998e-06,0.03591678318810382,1.307251999999998e-06,0.004940488414167367,1.307251999999998e-06,0.0004998574609474155
1.307257999999998e-06,0.03533268956502829,1.307257999999998e-06,0.004778038334838513,1.307257999999998e-06,0.0004829579662433003
1.307263999999998e-06,0.03473686565649592,1.307263999999998e-06,0.004620551960812837,1.307263999999998e-06,0.0004666281466109252
1.307269999999998e-06,0.03413072538833851,1.307269999999998e-06,0.004468113384622787,1.307269999999998e-06,0.0004508689545661615
1.307275999999998e-06,0.03351573457453636,1.307275999999998e-06,0.00432076108612179,1.307275999999998e-06,0.0004356773071293395
1.307281999999998e-06,0.03289339798090377,1.307281999999998e-06,0.004178494495339894,1.307281999999998e-06,0.0004210467697958455
1.307287999999998e-06,0.03226524516752141,1.307287999999998e-06,0.004041280020311115,1.307287999999998e-06,0.000406968164274835
1.307293999999998e-06,0.0316328154902034,1.307293999999998e-06,0.00390905651272219,1.307293999999998e-06,0.0003934301034203384
1.307299999999998e-06,0.03099764268722687,1.307299999999998e-06,0.003781740167552008,1.307299999999998e-06,0.0003804194579936783
1.307305999999998e-06,0.03036123949862886,1.307305999999998e-06,0.003659228869878731,1.307305999999998e-06,0.0003679217605754937
1.307311999999998e-06,0.02972508276471823,1.307311999999998e-06,0.003541406014679056,1.307311999999998e-06,0.0003559215523171804
1.307317999999997e-06,0.02909059942284631,1.307317999999997e-06,0.00342814383342191,1.307317999999997e-06,0.0003444026782610757
1.307323999999997e-06,0.02845915377374278,1.307323999999997e-06,0.00331930626633293,1.307323999999997e-06,0.0003333485368417145
1.307329999999997e-06,0.02783203632257629,1.307329999999997e-06,0.003214751421574858,1.307329999999997e-06,0.0003227422889146424
1.307335999999997e-06,0.02721045442058491,1.307335999999997e-06,0.003114333662894858,1.307335999999997e-06,0.0003125670312941672
1.307341999999997e-06,0.02659552484933083,1.307341999999997e-06,0.003017905366493622,1.307341999999997e-06,0.0003028059393977412
1.307347999999997e-06,0.02598826840389037,1.307347999999997e-06,0.002925318385780017,1.307347999999997e-06,0.0002934423831563215
1.307353999999997e-06,0.02538960645299322,1.307353999999997e-06,0.002836425260293619,1.307353999999997e-06,0.0002844600199441359
1.307359999999997e-06,0.02480035938352158,1.307359999999997e-06,0.002751080201993099,1.307359999999997e-06,0.0002758428678528348
1.307365999999997e-06,0.02422124678128421,1.307365999999997e-06,0.002669139889217291,1.307365999999997e-06,0.0002675753622638634
1.307371999999997e-06,0.02365288915707383,1.307371999999997e-06,0.002590464095430689,1.307371999999997e-06,0.0002596423982995599
1.307377999999997e-06,0.02309581100035625,1.307377999999997e-06,0.002514916176988785,1.307377999999997e-06,0.0002520293614136771
1.307383999999997e-06,0.0225504449288299,1.307383999999997e-06,0.00244236344124914,1.307383999999997e-06,0.0002447221480743406
1.307389999999997e-06,0.02201713670138596,1.307389999999997e-06,0.002372677413816557,1.307389999999997e-06,0.0002377071782333124
1.307395999999997e-06,0.02149615087018432,1.307395999999997e-06,0.002305734021240945,1.307395999999997e-06,0.0002309714010306487
1.307401999999997e-06,0.0209876768642491,1.307401999999997e-06,0.002241413703368836,1.307401999999997e-06,0.0002245022949795102
1.307407999999997e-06,0.02049183531842593,1.307407999999997e-06,0.002179601467591329,1.307407999999997e-06,0.0002182878636906501
