g0_dB (T=35) X,g0_dB (T=35) Y,g0_dB (T=55) X,g0_dB (T=55) Y,g0_dB (T=70) X,g0_dB (T=70) Y,g0_dB (T=80) X,g0_dB (T=80) Y
1.260069999999999e-06,9.192903197812317,1.260069999999999e-06,7.052232001896655,1.260069999999999e-06,5.110207240232274,1.260069999999999e-06,3.68189869805931
1.260074999999999e-06,9.193574869638866,1.260074999999999e-06,7.05284600826983,1.260074999999999e-06,5.110774092989754,1.260074999999999e-06,3.682431426616091
1.260079999999999e-06,9.194246536183732,1.260079999999999e-06,7.05346002105237,1.260079999999999e-06,5.111340958329782,1.260079999999999e-06,3.682964169898255
1.260084999999999e-06,9.194918197428398,1.260084999999999e-06,7.05407404023472,1.260084999999999e-06,5.111907836247624,1.260084999999999e-06,3.683496927903203
1.260089999999999e-06,9.195589853354363,1.260089999999999e-06,7.054688065807346,1.260089999999999e-06,5.11247472673857,1.260089999999999e-06,3.68402970062836
1.260094999999999e-06,9.196261503943031,1.260094999999999e-06,7.055302097760628,1.260094999999999e-06,5.113041629797839,1.260094999999999e-06,3.684562488071076
1.260099999999999e-06,9.196933149175889,1.260099999999999e-06,7.055916136085023,1.260099999999999e-06,5.113608545420708,1.260099999999999e-06,3.685095290228774
1.260104999999998e-06,9.197604789034381,1.260104999999998e-06,7.056530180770954,1.260104999999998e-06,5.114175473602446,1.260104999999998e-06,3.685628107098849
1.260109999999998e-06,9.198276423499948,1.260109999999998e-06,7.057144231808846,1.260109999999998e-06,5.114742414338302,1.260109999999998e-06,3.686160938678698
1.260114999999998e-06,9.19894805255405,1.260114999999998e-06,7.057758289189142,1.260114999999998e-06,5.115309367623558,1.260114999999998e-06,3.686693784965736
1.260119999999998e-06,9.199619676178049,1.260119999999998e-06,7.058372352902199,1.260119999999998e-06,5.115876333453416,1.260119999999998e-06,3.687226645957305
1.260124999999998e-06,9.200291294353388,1.260124999999998e-06,7.058986422938451,1.260124999999998e-06,5.116443311823151,1.260124999999998e-06,3.687759521650825
1.260129999999998e-06,9.200962907061475,1.260129999999998e-06,7.059600499288302,1.260129999999998e-06,5.117010302728008,1.260129999999998e-06,3.688292412043679
1.260134999999998e-06,9.201634514283706,1.260134999999998e-06,7.060214581942152,1.260134999999998e-06,5.117577306163232,1.260134999999998e-06,3.688825317133257
1.260139999999998e-06,9.202306116001502,1.260139999999998e-06,7.060828670890422,1.260139999999998e-06,5.118144322124092,1.260139999999998e-06,3.68935823691697
1.260144999999998e-06,9.202977712196184,1.260144999999998e-06,7.061442766123447,1.260144999999998e-06,5.118711350605776,1.260144999999998e-06,3.689891171392151
1.260149999999998e-06,9.203649302849152,1.260149999999998e-06,7.062056867631641,1.260149999999998e-06,5.119278391603546,1.260149999999998e-06,3.69042412055621
1.260154999999998e-06,9.204320887941774,1.260154999999998e-06,7.062670975405386,1.260154999999998e-06,5.119845445112641,1.260154999999998e-06,3.690957084406526
