/Pdrop X,/Pdrop Y
1e-06,9.934020645063385e-07
1.122018454301963e-06,1.11461482927635e-06
1.258925411794167e-06,1.250617627613822e-06
1.412537544622754e-06,1.403215074884093e-06
1.584893192461113e-06,1.57443197199501e-06
1.778279410038922e-06,1.766540169285591e-06
1.995262314968879e-06,1.98208870756154e-06
2.238721138568338e-06,2.223937635964089e-06
2.511886431509578e-06,2.495295955070133e-06
2.818382931264452e-06,2.799764188268598e-06
3.162277660168377e-06,3.141382145757727e-06
3.548133892335751e-06,3.524682514263574e-06
3.981071705534968e-06,3.954750982698224e-06
4.466835921509626e-06,4.437293700466866e-06
5.011872336272717e-06,4.978712962132414e-06
5.623413251903484e-06,5.586192120922373e-06
6.309573444801924e-06,6.267790855533874e-06
7.079457843841369e-06,7.032552051453369e-06
7.943282347242803e-06,7.89062171132601e-06
8.912509381337441e-06,8.853383480778463e-06
9.999999999999982e-06,9.93360956872556e-06
1.122018454301961e-05,1.114563005705509e-05
1.258925411794165e-05,1.250552283643347e-05
1.412537544622751e-05,1.403132667587459e-05
1.58489319246111e-05,1.574328023706669e-05
1.778279410038919e-05,1.766409018403487e-05
1.995262314968875e-05,1.981923191869384e-05
2.238721138568334e-05,2.223728689782649e-05
2.511886431509574e-05,2.495032096203759e-05
2.818382931264446e-05,2.799430863782122e-05
3.162277660168371e-05,3.140960896599205e-05
3.548133892335745e-05,3.524149906981256e-05
3.981071705534961e-05,3.954077241104817e-05
4.466835921509617e-05,4.436440949900087e-05
5.011872336272707e-05,4.977632972367394e-05
5.623413251903472e-05,5.584823398674896e-05
6.309573444801912e-05,6.266054890979747e-05
7.079457843841356e-05,7.030348461375702e-05
7.943282347242788e-05,7.887821939098209e-05
8.912509381337425e-05,8.849822603180934e-05
9.999999999999965e-05,9.929075611740689e-05
0.0001122018454301959,0.0001113985002381524
0.0001258925411794163,0.0001249814438194096
0.0001412537544622749,0.0001402189399961575
0.0001584893192461107,0.0001573120227130197
0.0001778279410038916,0.0001764859848429649
0.0001995262314968872,0.0001979932474759359
0.000223872113856833,0.0002221165474221227
0.000251188643150957,0.0002491724701065301
0.0002818382931264442,0.0002795153539774401
0.0003162277660168366,0.0003135415897115731
0.0003548133892335739,0.0003516943320312578
0.0003981071705534955,0.0003944686326847411
0.0004466835921509612,0.0004424169884673074
0.00050118723362727,0.000496155275879265
0.0005623413251903465,0.0005563690111607502
0.0006309573444801903,0.0006238198270700625
0.0007079457843841345,0.0006993519907380517
0.0007943282347242776,0.0007838986936913958
0.0008912509381337412,0.0008784877176590514
0.000999999999999995,0.0009842459087077717
0.001122018454301958,0.00110240166764585
0.001258925411794161,0.001234284377636462
0.001412537544622747,0.001381319336176396
0.001584893192461105,0.001545016344022775
0.001778279410038913,0.001726949654276872
0.001995262314968869,0.001928726560729594
0.002238721138568327,0.002151941618140608
0.002511886431509566,0.002398113522236155
0.002818382931264438,0.002668602300198411
0.003162277660168361,0.002964506007139144
0.003548133892335734,0.003286538923826903
0.003981071705534949,0.003634897488357251
0.004466835921509604,0.004009125660964275
0.005011872336272693,0.004407997240734905
0.005623413251903456,0.004829437126288208
0.006309573444801893,0.005270504327678427
0.007079457843841334,0.005727454547408575
0.007943282347242763,0.006195888619892298
0.008912509381337396,0.006670976830901898
0.009999999999999933,0.007147732558665182
0.01122018454301956,0.00762129735175348
0.01258925411794158,0.008087197626163296
0.01412537544622744,0.00854154120783002
0.01584893192461102,0.008981136725272208
0.0177827941003891,0.009403535069637389
0.01995262314968865,0.009807004992902315
0.02238721138568323,0.0101904619120544
0.02511886431509561,0.01055337019130724
0.02818382931264432,0.01089563630553676
0.03162277660168354,0.01121750550897733
0.03548133892335726,0.01151946968963371
0.0398107170553494,0.01180218999329906
0.04466835921509595,0.01206643490602977
0.05011872336272681,0.01231303272562288
0.05623413251903443,0.01254283647755932
0.06309573444801879,0.01275669905178129
0.07079457843841318,0.01295545640999479
0.07943282347242746,0.01313991696278428
0.08912509381337377,0.01331085552865507
0.1,0.01346901059852964
